window,name,mape,rmse
50,linear regression: history + pagerank,2235576025.697051,988.7304525420556
50,linear regression: history + emb,2230359726.15888,992.9050779467754
50,linear regression: pagerank + emb,541841673.4284905,364.70184933697743
50,linear regression: history,2230359726.15888,992.9050779467754
50,linear regression: pagerank,539098200.6199427,364.7986082920835
50,linear regression: emb,547803004.2684586,364.7546586246742
50,linear regression: baseline,545011804.4069345,364.8375424679454
50,poisson regression emb,55367155.315484144,737.3497039869399
50,poisson regression pagerank + emb,100.0,737.6648623815204
50,decision tree: history + pagerank + emb,149089263.1158698,303.8285922418892
50,decision tree: history + pagerank,137197866.61716315,315.42796297989395
50,decision tree: history + emb,204159343.59873697,284.7220206973605
50,decision tree: pagerank + emb,121972761.16342223,351.54592902826704
50,decision tree: history,148436377.31666592,312.89460841847927
50,decision tree: pagerank,103528494.97878192,387.58438659012336
50,decision tree: emb,107569622.42816806,464.93316128182795
50,decision tree: baseline,112882553.10383125,362.60387968006023
51,persistence,214045149.89967546,287.6980945112371
51,mean,359763036.5870742,245.7950105793244
51,linear regression: history + pagerank + emb,2211471013.926742,835.4929199103578
51,linear regression: history + pagerank,2168341488.0460324,836.0672117367327
51,linear regression: history + emb,2190556564.9558716,838.0084854251031
51,linear regression: pagerank + emb,1039648024.9342861,485.62680776591696
51,linear regression: history,2190556564.9558716,838.0084854251031
51,linear regression: pagerank,1038093889.9464179,485.6374598008149
51,linear regression: emb,1020054303.5146939,474.94430332361065
51,linear regression: baseline,1018435027.7029555,474.9532093164401
51,poisson regression emb,51254435.29972334,820.7012445521369
51,poisson regression pagerank + emb,100.0,821.0413060324547
51,decision tree: history + pagerank + emb,228663092.4503461,301.31056707100856
51,decision tree: history + pagerank,280252212.50515485,300.31584873899544
51,decision tree: history + emb,409907564.305692,303.54444950940416
51,decision tree: pagerank + emb,390239448.36533326,323.67249981089475
51,decision tree: history,393097620.04312646,299.7913070043952
51,decision tree: pagerank,389555528.74686134,316.0291124124861
51,decision tree: emb,389617956.6340026,327.4929429286696
51,decision tree: baseline,490291060.4749087,318.8882166411461
